131 236 152 275 18 843 21 640 538 681 75 12 807 
955 666 781 349 300 747 812 226 66 438 808 757 447 
519 564 831 980 915 377 537 305 563 371 796 187 712 
941 562 776 825 77 738 788 478 756 64 534 78 996 
435 248 651 749 225 222 97 726 830 865 694 554 160 
942 619 16 948 423 429 840 49 291 982 108 772 883 
742 837 962 448 839 625 815 188 974 838 767 641 569 
89 771 934 736 819 536 2 240 256 263 216 878 172 
27 343 595 600 424 627 138 288 446 954 428 958 327 
870 891 801 886 50 426 228 297 919 689 946 960 552 
112 103 559 374 322 276 110 294 821 809 192 6 893 
532 905 927 98 393 481 405 759 795 356 533 505 169 
409 460 723 604 897 468 862 307 780 83 964 943 614 
914 858 853 46 797 99 727 836 813 979 516 657 605 
507 363 859 427 354 530 594 74 314 650 34 985 257 
613 523 786 733 386 580 624 277 267 975 306 498 951 
633 115 806 139 718 921 629 372 966 51 201 707 770 
547 994 493 163 382 777 879 704 904 753 688 872 37 
720 410 529 227 341 744 348 917 956 157 232 514 87 
896 151 673 317 586 252 457 392 598 101 567 
-1

3062 685 4757 3584 2515 2355 2064 2850 4216 3267 4760 3161 3007 2938 
2257 3475 1649 392 3058 2019 4763 2214 2856 2294 1207 2295 857 
3873 3066 295 214 4605 506 1126 1084 1522 2604 2452 16 1169 
8 3464 4483 419 2740 3180 985 1567 1964 1058 4357 810 252 
1178 4958 3631 2205 457 611 2565 3189 3182 4533 4239 1656 2811 
286 1286 4769 758 2329 1529 1775 2357 2932 1850 2055 1137 2690 
612 421 1878 1260 2778 4696 2603 1534 2281 2617 105 394 1320 
4243 3478 133 1745 2557 4936 3006 3197 166 1190 2879 3261 1914 
4338 3080 3968 1383 3020 1552 3534 4886 4070 1248 2271 3565 51 
4082 1600 2710 3724 32 2420 373 2463 825 376 1313 1394 2936 
924 1088 3497 3900 4698 4285 773 1244 2148 4790 4669 2157 4095 
1107 404 2664 910 763 614 3774 4914 2445 1395 994 1490 2893 
42 596 1361 2628 1459 1262 2834 615 999 2106 3108 4577 2002 
2415 2632 2016 3313 1209 1657 329 4832 263 1992 1947 3857 4347 
752 2960 4035 305 3254 1818 4337 382 1448 1296 3832 3256 449 
2475 1224 814 3166 360 4704 4739 2252 347 4854 2965 644 402 
918 870 963 655 2590 1706 4047 1851 802 3686 2919 4081 1233 
2613 354 908 2411 3651 278 1222 3194 2551 590 3738 3519 458 
37 34 280 3851 4907 4695 1020 334 738 3242 2618 2568 2363 
2326 2155 3504 2729 1203 923 2688 1888 3106 2829 4414 641 2715 
824 1239 2372 581 2841 401 300 508 3765 577 3797 2435 2319 
1597 1670 2655 2685 2616 2743 2029 4069 3984 2253 3859 797 3628 
1219 3621 1371 465 1630 4557 3630 245 2127 3854 1859 2972 715 
3717 576 216 2996 4720 4267 2987 541 1926 1213 3881 2090 22 
206 4478 766 2070 1485 4196 2837 1655 2471 1847 3669 4209 2502 
3198 2003 1408 4584 947 3516 4694 3038 3091 2202 1685 3354 1328 
1598 4518 1465 1804 2511 3482 1815 1903 664 4402 2474 1664 434 
2596 3903 971 3943 1004 3782 2869 3637 4264 3390 1168 2962 593 
4420 155 1271 1756 527 1517 4367 3393 1887 995 2610 3291 390 
1453 2406 297 1538 1212 3790 2007 2530 424 569 4441 1128 466 
1086 88 200 3568 4465 3366 834 47 2529 1272 3231 4031 1185 
2434 2051 3004 2224 2591 2611 659 1006 1016 3077 2807 835 1149 
4859 2058 3143 2656 1865 3319 3465 4507 1442 3357 4133 2031 2593 
4040 608 473 235 185 4591 760 1261 2288 1694 2011 3025 1819 
4633 1733 3682 2446 2860 1738 1609 3939 141 2150 2132 4912 3501 
2385 2947 4107 1305 4128 2619 1214 4442 2156 4159 3306 4455 663 
2390 2113 949 2308 3072 2756 4888 2945 1513 779 726 2309 2026 
2172 4079 4509 3602 4657 4998 899 1341 4978 328 4709 952 127 
3992 1532 1204 121 1192 683 2015 1993 2909 357 2699 1267 1456 
1535 4548 2121 2501 1823 2490 3564 1151 1556 4321 1786 1621 1218 
3273 2836 1329 4174 2923 556 2864 2366 4075 462 4699 4443 1251 
2109 2196 1045 2091 4139 3820 2188 3408 2737 4652 3134 222 4794 
2241 1109 3920 2956 2948 1608 3097 3128 3890 2402 3229 1488 3381 
2209 4919 2547 709 1274 1946 4132 4276 1625 3459 1896 4777 2105 
1511 366 2857 1115 4595 1382 1067 1170 2951 1215 832 3017 1874 
2806 2641 1660 197 1761 3083 4352 2789 383 1221 796 1691 3286 
1606 2673 786 3155 2640 1055 4327 324 130 4417 2369 856 3592 
955 4544 4005 4939 595 3830 2892 627 2666 2720 750 4514 4112 
1965 1784 3084 634 2884 3179 1187 1703 1793 2334 1191 2484 706 
4303 4670 422 1364 1025 1053 4892 3413 1258 3377 2010 1282 932 
368 1764 2373 1360 1876 3914 2750 2207 2408 179 4901 4830 4579 
3695 1652 4494 4862 2130 1981 1900 1354 2458 1788 1080 669 3819 
1509 3049 1644 3379 3759 3672 769 1306 1480 3982 980 966 3705 
2908 3794 2608 1628 2440 1777 3786 369 232 2989 3853 1275 530 
2746 1113 1044 1798 3141 463 3252 1388 632 4344 3987 4126 62 
1997 3398 255 1254 3325 1257 1195 705 4176 845 4682 1549 3329 
4969 4543 3590 1648 3395 507 162 3386 4609 56 2873 582 1415 
391 4272 1933 903 3458 878 2237 1996 4891 1732 2999 2627 2917 
4815 771 195 3359 837 4823 997 961 1972 1766 3879 790 4459 
4650 610 4387 1528 554 331 3991 352 2816 1450 1273 3278 666 
3802 3428 515 4021 1188 3660 1322 4403 2012 2234 4804 3905 1031 
2469 1252 4290 2302 2092 50 2800 4004 954 319 3446 2414 3924 
2273 2734 3781 684 568 1895 1449 2694 1034 150 4835 2451 643 
4208 1976 435 2383 1389 2761 742 4307 1307 3440 4252 1386 4030 
408 4211 4087 879 4100 3387 1939 4700 4230 1048 915 3361 4492 
682 2888 3407 1789 986 4172 1642 2034 3740 1463 4950 2059 3821 
375 3766 1510 850 2665 2131 3860 1860 505 1155 433 1614 821 
2259 257 4293 1846 2349 1300 1146 1839 3521 160 4454 690 1740 
1288 3889 1547 1226 3509 1746 977 3997 1943 3693 1584 2009 2808 
2986 24 2242 451 597 1265 3132 2683 2231 490 4899 567 3721 
2338 1787 3060 57 605 2595 1868 1537 1093 2654 979 630 3002 
3144 167 3836 822 2164 386 2833 164 4144 3090 3219 2533 4028 
1795 2171 528 3486 25 4944 998 864 2679 333 335 826 26 
1961 4173 1118 3027 3852 4821 1259 2689 3451 2378 4989 4313 4791 
2990 3768 1931 1402 308 4797 2213 3574 4039 192 2393 4744 667 
921 349 2195 2304 2340 504 2232 187 3148 1094 4942 98 1541 
1521 2802 731 1021 3972 4833 2498 950 4226 4878 1627 774 670 
3228 4016 3801 3596 4099 229 3489 4674 874 1484 3575 1287 1318 
4663 1057 2072 1802 1294 4971 4703 1196 2522 4236 75 3191 3168 
460 2575 749 77 1505 4885 906 580 2889 1730 2027 3005 1495 
3613 3081 996 1366 3958 795 875 1785 4480 4472 3438 1828 3778 
2359 2060 2980 1558 4177 3327 1283 4056 4754 1962 3559 4270 4816 
1163 1768 277 4613 1435 3008 3880 951 325 2635 1308 1152 1277 
1304 1102 3226 332 4246 2075 1401 2117 665 1892 888 3240 981 
925 992 2600 4925 4339 2094 4602 1293 735 2592 2098 3838 1443 
2425 230 3243 948 218 3552 3292 2480 807 2186 586 3901 4848 
546 2846 719 3646 1143 4976 775 2335 2784 3640 2489 3281 1562 
3119 1988 1264 1790 2353 157 271 1368 1396 1030 2525 945 4877 
3221 1783 1210 2922 2717 2862 3722 2154 4896 3847 1145 3105 2852 
4900 3102 1572 1626 4397 1063 3639 2382 342 4384 1487 2733 2342 
3104 4089 343 1023 2500 3071 638 3718 44 138 2777 4188 3067 
4255 4222 2433 3576 2812 303 757 1919 54 4668 1410 1390 3952 
2306 2589 972 4897 4281 3954 1464 1643 4386 64 4869 1356 1702 
2563 3789 395 2410 1007 4621 203 2793 1911 180 301 2516 1280 
3644 4006 4908 544 265 2169 4551 320 2365 931 579 4175 3043 
288 3014 953 358 129 2249 3488 4217 4559 4138 919 3234 4096 
3950 3185 1899 1599 4637 943 1750 3341 95 4984 1059 2961 1801 
2955 3758 975 3385 1400 117 154 4759 2981 2586 4996 3871 1046 
1813 689 2713 531 1612 920 1130 4702 65 1507 4758 4404 3253 
2925 1174 1640 1486 2977 983 1309 672 514 1729 2774 4334 4688 
4074 4641 2642 1796 1350 1447 3424 1873 126 788 2676 2184 4097 
4340 4707 495 4326 92 2494 844 2871 3713 1699 511 1421 4746 
3849 1576 1776 2299 2577 2579 2662 4992 3315 4405 3499 2230 3026 
4058 4517 4749 128 1133 3863 1489 886 4054 2803 2089 3526 1650 
285 926 2798 1754 1882 2636 982 2818 3883 4315 2221 2958 1885 
2527 4180 2163 4366 3402 1568 1616 3945 4632 2625 4766 2362 4882 
2732 3036 4545 353 1907 1550 3364 1056 2886 2401 3990 406 4316 
1830 4049 3044 4424 2678 370 4278 2513 1929 4184 2116 512 1032 
3745 1175 2254 3183 4101 4323 1927 693 2200 2900 2659 646 4616 
2779 4972 3632 2134 1734 1444 4137 2622 2695 1085 1651 1857 4756 
3294 1439 4811 1585 3544 3975 898 3396 3522 2432 2258 552 4153 
968 3750 2776 764 1916 938 1125 2609 1634 3897 1379 1105 1205 
3455 1618 1043 3434 405 3045 293 1202 3349 3977 2191 2332 3375 
227 1037 1637 1917 1132 1177 4085 2918 3723 4250 233 2067 3378 
4729 2149 3650 3410 2503 2057 812 2460 3652 3009 2544 3172 3232 
148 2730 4071 3444 1698 3960 2758 4210 1147 548 4798 1647 1324 
2318 296 2219 3970 4077 4870 2144 1515 3109 2537 3336 1062 2723 
388 513 3929 309 1718 4018 1 3195 500 4809 1391 242 4982 
2819 4780 4237 4022 1580 3933 4793 3033 2670 3471 3708 4647 4624 
1594 2614 2228 3898 273 3092 3112 1731 3204 4683 3916 2087 3351 
4274 4561 4570 946 147 2418 2509 4166 1065 2346 3347 3414 877 
1452 1908 3310 211 340 1501 2450 4556 3546 1242 4802 4224 4007 
3667 1399 2354 2104 703 3447 1941 2212 1194 4233 2189 2644 4009 
3541 3711 464 4724 3000 403 3834 1166 2508 896 3909 1091 3177 
189 4169 3777 4241 1840 761 2499 3694 3213 283 3783 1327 4583 
2767 1089 3842 3115 2269 3826 1782 2760 2112 3573 1372 3011 84 
2462 4553 411 304 842 3542 1682 3926 2345 132 3042 2585 4306 
3865 3896 3947 3224 3611 1714 279 2043 1689 4628 4841 4876 4719 
4418 1385 4103 4592 1451 1700 2204 4333 244 828 940 149 2663 
30 2417 1834 4532 3010 1736 811 3659 4995 3877 729 2135 1108 
1508 272 4024 2851 1520 2344 4653 2461 3583 1863 2970 3046 2360 
3563 1978 4335 2957 2534 344 4967 3463 4453 3862 793 4268 3374 
557 4717 2849 327 487 136 1392 702 2073 3068 2607 3442 3418 
2554 2538 3845 2485 426 4658 493 4858 1098 2773 1924 2136 521 
3827 1622 171 4812 2769 4331 3675 4205 3223 3623 3533 2085 3074 
3233 2351 930 4084 1760 3636 326 1162 4304 3931 12 3432 299 
4918 2920 2817 1902 3057 2943 2376 933 4311 1445 364 2421 4829 
3331 3487 2470 1721 3047 748 2276 1590 3815 2380 2755 3635 2724 
4063 1241 1049 3642 4242 770 4932 4778 1635 3518 1619 3107 3301 
67 3760 2333 3474 2899 4446 241 1586 2035 2898 4463 1340 2404 
243 4080 2521 914 4864 2526 2101 4678 2133 122 3012 3099 2910 
1483 3921 2804 4291 3688 3230 4207 1380 3257 3716 2014 4750 3784 
1422 1502 3649 2643 4342 1991 4223 3196 849 4615 2847 1966 139 
768 589 680 2876 2168 4396 3925 2399 2696 3079 1193 4774 1982 
1959 3980 818 3320 4776 318 1530 3236 3527 60 1416 1325 3208 
2928 17 2437 2507 1468 1158 808 2687 1472 1932 4922 4181 3719 
4747 4271 3876 1561 3523 518 2246 3824 2564 4368 934 2141 1974 
10 1499 4162 274 2482 2612 3181 3473 1135 1370 284 2788 223 
2615 2093 3893 2752 1412 2601 5 5000 897 3145 478 4123 3589 
1323 658 2519 4345 4435 3749 2262 1112 4867 1041 1985 2126 3484 
4693 2982 803 4498 1605 3964 3146 1989 4369 3222 2759 1245 1677 
83 2081 1116 2941 1284 501 1986 14 1915 1404 2887 49 4200 
603 3479 905 4020 2005 629 2541 2478 467 4617 537 1473 1026 
4301 3702 4874 4522 2639 350 3739 4471 1234 4193 4800 3088 673 
4606 4994 2226 4448 3339 1230 4373 1969 4755 2001 2561 1317 4151 
2728 555 4032 1579 1297 36 2405 2240 2488 4917 827 4935 2921 
3772 570 3525 4155 1821 2419 628 1189 93 909 517 4419 3886 
3800 2995 110 2466 2543 4433 437 2028 1595 4145 3368 4736 4258 
524 4535 640 2238 1285 3569 558 4010 313 3747 1680 902 2993 
2053 3274 671 2111 4189 1263 585 3346 4742 3775 3803 3658 3550 
2068 43 1092 439 3892 1506 2885 4622 53 2129 1827 2233 4988 
266 3598 2285 4476 4575 70 2282 988 2118 1767 2099 4 1076 
3462 1156 1710 936 454 4762 2891 2528 724 2086 159 4824 782 
316 2008 1708 3094 4383 841 1780 367 3037 4596 2562 958 2747 
4898 4511 2361 780 317 1570 432 4499 1011 2714 3328 289 2465 
2443 4521 4639 387 2940 362 425 2905 472 2147 177 417 2459 
4648 991 1545 220 3429 3016 2510 4902 256 4473 2702 2536 1335 
1249 204 778 2487 2327 1409 4000 158 3380 525 559 4565 2942 
3993 1977 1855 2660 2208 1153 883 1582 3638 3332 621 4086 2682 
2757 4986 2838 3894 4051 3691 3405 2549 1894 3118 4973 4329 3874 
215 4651 359 4549 4214 165 3601 4880 2436 3241 4540 4014 859 
3114 3441 4677 4909 3358 532 4785 3295 4871 4187 1348 184 4238 
1142 4061 836 675 3690 3271 3753 94 2894 2292 4566 1314 3314 
2569 2827 2927 3615 1672 3334 677 311 2352 3808 2574 270 3492 
2658 260 3944 2438 174 4090 2048 7 1019 3773 213 3855 4873 
1984 2343 3571 4322 1301 2128 4531 3288 1173 199 1236 2548 2088 
234 2517 188 1753 3215 209 442 550 250 4773 4690 4245 4050 
3530 2971 4857 3558 103 2580 2198 2315 3956 87 2020 3597 3999 
2024 4439 2531 2206 4977 2992 3668 1564 3206 1110 1052 4240 2979 
2626 1087 2173 1176 2293 4847 247 1054 4072 2000 468 1739 4664 
4822 962 2753 1079 3761 885 1852 4073 3809 624 2370 4017 3170 
1669 2187 561 3599 599 1374 1047 843 2881 4743 4845 484 1844 
4586 1231 4614 3055 1165 1182 823 4493 3028 2897 412 307 801 
2671 3720 509 1858 1002 2078 4388 156 3662 4134 4959 3448 3532 
4353 3726 1477 3153 4608 2915 3142 3641 4110 4572 4057 1217 1807 
4428 2771 2875 2076 4298 4141 3793 647 3622 470 1476 4148 4974 
2651 1544 3427 4687 3059 848 1498 692 3932 4065 3961 1870 1430 
2280 2265 1872 3976 2386 523 4060 3955 4163 4585 2236 2239 3676 
3818 1017 1411 563 4629 884 1064 1378 1826 3078 3188 267 3535 
4426 4921 3139 2890 2473 4256 3113 4361 698 1553 1735 907 863 
2877 3167 2820 3825 3247 4500 4273 2179 3755 4503 4399 3609 1009 
4718 2311 2556 2738 4578 1369 1337 1525 2674 928 2261 2395 1035 
2950 3439 4425 4199 743 553 740 736 3433 3816 1140 1987 733 
3431 2765 942 4146 1514 3480 2968 1662 3485 4430 701 3810 3460 
3572 4372 281 1641 1797 71 2222 1772 601 1574 212 2988 3805 
2708 4356 418 176 1994 4314 90 2692 225 4497 4576 4604 2162 
4119 2046 2358 1773 3065 3665 2330 2255 747 1557 4033 2831 2677 
4266 2083 3472 3951 4053 4093 1897 2855 2984 125 416 1247 1891 
4635 1497 3175 4158 3110 4469 1890 1709 3771 3203 1667 4697 4407 
2954 2741 2700 3307 4055 892 4160 1543 2096 1971 1842 1419 2805 
3304 4395 2289 741 3742 3959 887 3184 336 4362 2540 4421 3875 
1695 1014 3483 1334 4452 1425 4512 4599 2939 4392 1690 3930 2830 
762 372 4770 2810 3634 3192 1281 3124 3841 4013 4706 3517 1645 
3337 1812 956 4839 2312 4260 587 4865 3748 2854 3582 3940 2821 
984 3913 718 4789 2422 1578 3858 978 3151 1003 633 85 1015 
1808 4893 2650 4377 891 4560 2576 2588 1008 2448 4501 4828 2667 
2416 226 4810 1681 3034 3352 3246 81 745 2668 2895 777 3918 
294 2387 1437 1071 2542 4382 1148 833 2882 2606 3513 2439 2167 
707 52 4504 1936 1028 3403 1414 3129 3942 1295 2412 3607 4411 
4842 1426 2801 4244 600 3508 1061 1620 3752 3048 4432 3023 3435 
3606 1225 2570 4826 4618 3309 140 3496 3260 445 3985 4863 2270 
2581 3938 1299 254 4564 651 4725 3076 3629 221 4884 2872 1696 
1884 2290 4947 4130 4231 1482 2975 3022 1814 1913 4496 1674 108 
4121 3356 46 2621 1717 1512 2675 3136 4296 4125 3164 723 572 
2050 2742 3456 2780 2620 2794 4302 959 3543 3101 4406 4410 4203 
602 1949 3468 113 1877 1229 3190 1743 2384 3116 562 4117 4953 
2883 3338 4593 4752 1290 4283 3086 202 4764 3363 3056 4220 4640 
2426 2102 652 668 4037 4985 3864 2337 112 1270 2647 1235 2021 
4066 3577 486 1904 3706 4131 4727 1278 4436 4048 4029 3275 2845 
2165 377 1967 2479 76 746 3823 1719 4915 637 443 865 3135 
2317 4076 1704 538 4460 4186 3384 1968 4692 3419 312 3032 3594 
3643 4956 3382 1246 2902 4937 4943 3744 4287 522 4078 4161 4661 
11 2571 413 1687 4537 4795 1516 2039 4740 1601 2210 1072 3290 
1871 3051 2115 3812 4360 4970 4479 1255 363 4611 4052 1769 911 
477 3994 4487 4741 134 3981 1912 483 1200 3282 169 4286 1096 
2949 1159 3941 819 3263 2074 1384 2703 1238 873 3709 1726 4520 
183 450 3287 1359 3159 4524 3515 4482 1973 4993 2766 315 3566 
1154 143 341 3619 1712 3373 4889 2491 578 571 2973 380 3540 
893 4106 3394 631 4875 1268 480 4363 1018 1375 1332 4502 1747 
4684 2278 292 420 3311 3828 1345 1905 3603 912 4257 459 1724 
3677 2795 4567 1758 474 3844 4807 2145 4427 1104 1223 583 604 
592 82 323 2071 4600 119 969 1311 4526 3683 1592 3616 3400 
1117 3244 3757 895 4558 2396 4008 3746 804 2718 175 4630 2082 
396 4563 4170 2649 2481 2151 3524 876 346 2963 4227 2229 4831 
1496 4041 3927 744 330 3130 1554 4332 1075 1638 1723 1673 3095 
3946 4660 2545 862 4655 3265 2985 161 3884 3647 1081 2371 3317 
4355 4202 1124 3174 2263 3239 249 3360 3547 1127 3948 3696 1082 
989 2336 1279 3388 4631 1050 2367 2166 2630 1921 4672 3415 3344 
3220 3126 2036 251 3178 4092 365 4850 3345 560 721 4297 3730 
2661 4775 4262 3303 3199 4723 3664 965 4960 974 1491 2427 4594 
3674 4894 4438 3156 3684 1566 1953 3856 3551 1433 4206 3769 3416 
2583 120 3917 1122 186 461 3117 3715 4247 1666 4213 3687 3052 
1066 551 1208 619 3817 3846 337 1069 4962 3605 1869 708 1033 
2597 1954 3326 2853 1920 448 3764 2250 381 2704 114 4059 4627 
2103 2497 4045 1068 1542 4523 2324 3154 916 3453 2243 2931 2602 
3209 3495 2861 109 1565 4588 4940 3283 4705 4913 178 2277 3297 
1658 3093 1413 694 436 4634 1073 430 3050 2978 3553 3963 4299 
809 40 860 2697 3437 1342 869 3258 3962 2653 3369 2142 3888 
3171 4318 3140 3383 4390 1403 2691 2693 2725 2553 4091 2578 639 
287 3318 4840 4860 2047 1659 3502 2125 3701 97 481 2 1227 
2161 3625 1722 1216 3420 291 2637 3237 3087 1922 4516 3300 2062 
657 4328 3692 4289 4280 900 3284 4183 1883 1266 207 1560 3477 
3277 1519 1583 772 2826 3436 1455 398 3348 4412 1316 2843 1134 
224 1539 650 2680 2903 4689 3953 264 4379 321 767 4011 248 
4171 3580 3767 3372 3645 80 2054 345 4753 2275 269 3839 4157 
4312 2520 3024 4530 4581 759 3039 4165 3202 2061 124 3822 4300 
1312 831 4416 3299 3340 2598 3150 1344 3727 2865 4515 4838 613 
3570 1602 3137 1100 3969 3259 4662 4527 539 3973 2298 617 240 
756 3735 2013 4730 674 776 1090 3425 6 3343 3911 1935 102 
302 1119 429 3133 1810 4853 3163 3698 4659 3476 3588 4308 4903 
190 2300 374 4083 970 1617 4714 306 1457 3734 3655 4961 4309 
1629 4259 4879 4997 3367 3082 1862 3923 3250 4620 2815 3870 238 
2874 4001 2140 1854 3680 4475 1381 210 3430 106 1074 4801 2486 
2896 1779 937 3614 348 2781 4330 1458 3494 4389 3627 4467 4167 
4292 1805 2297 3626 3578 727 620 168 2413 3848 2199 4204 1440 
1678 4732 3685 3906 4034 1269 1631 4562 2100 973 1979 4115 607 
116 59 1139 1571 2177 3201 4787 2040 3096 3704 2316 2559 1131 
253 2550 2227 2842 4946 1101 3732 3835 4461 4249 4038 2684 3498 
1518 1377 3788 691 2983 574 2839 623 2504 3531 2138 2244 967 
4391 2914 4104 4036 1559 2429 4979 3806 4805 144 1573 2022 3187 
1427 407 4519 3697 3298 720 2745 3756 609 1990 2454 1471 2079 
3648 3031 2775 2192 2506 2217 4916 3579 1454 194 2933 1423 927 
799 3657 4490 2792 3556 3212 4590 2044 2966 1441 4012 1493 4279 
4735 2193 1837 2301 545 2964 2991 1693 2331 151 261 2868 1665 
1596 3158 3700 4191 1405 3618 3608 4555 2409 1668 4215 960 2375 
1078 3754 1526 4846 1250 1770 4341 2867 4364 2356 1160 4398 3445 
3355 2310 2532 4808 2049 2377 4111 2108 2558 469 800 1481 2934 
2392 1027 3891 4447 2878 3829 573 656 4229 4235 2225 4481 351 
2825 3505 1588 4685 4002 482 3249 3904 3293 447 516 1005 1569 
4569 1393 1206 9 526 1864 2605 1157 1901 246 1540 2926 4767 
2119 2042 1184 4966 2634 3409 3796 89 2797 1833 1503 3833 3272 
2266 4733 3262 625 2514 1848 3965 2374 2477 944 485 1806 4324 
4716 3610 163 2791 4218 2535 3520 3426 4571 1711 1343 2748 3450 
4062 1051 901 4265 3656 1417 3549 2030 3365 1164 1551 3064 104 
2698 1928 2582 2394 2045 4113 3266 1886 3725 1765 2858 137 3935 
1948 3902 3703 1794 4027 4920 1716 2493 3868 4910 2442 1095 3878 
2512 1937 444 3949 1744 3624 3736 4926 4109 4108 3248 1467 4371 
4911 4152 4320 2197 389 3176 2139 2844 3216 4868 4003 2398 1523 
2735 3922 3245 314 2648 1172 2379 3581 3899 4365 4799 791 3490 
2201 1228 4253 699 3514 3988 4042 4957 855 3 4818 2388 725 
2328 38 262 2181 4044 1809 146 4654 4541 497 4528 1097 3587 
3785 3934 1692 4708 649 4856 399 3882 4806 3804 543 4142 1720 
4464 2137 231 1676 3843 4325 275 3030 2969 4625 438 4734 4643 
1607 3678 2751 2967 2056 529 1958 2038 4539 3186 2953 686 4423 
431 3731 1893 1355 4156 3895 3831 1603 79 4449 1000 4429 4786 
3714 2646 913 3308 3561 3537 1397 1849 3995 4646 781 1938 2296 
3728 2799 1889 3015 4310 3867 3908 4923 4288 805 4136 4149 3449 
2587 1707 2911 2123 259 4358 239 217 3238 2727 4458 1983 4354 
479 471 1289 1906 502 3063 1604 3729 1319 3560 4820 2764 1099 
3279 1171 547 1038 3218 3861 1183 4722 2624 3795 1843 4343 2403 
2701 1292 2959 4686 2407 1853 3211 838 498 3138 3910 4656 4491 
2305 4431 4844 142 1663 2731 2194 1845 3912 1114 4945 2912 1347 
2721 730 3454 534 170 4904 96 2033 4179 2929 1527 3511 2017 
1036 2430 1298 851 3193 1762 754 1186 4665 880 4098 3869 4550 
2762 2307 4843 2770 4731 2652 4025 2809 4434 3423 3840 1825 1774 
4726 3986 3100 455 13 3089 1881 2572 3837 499 4393 4666 3417 
4924 1310 1952 73 2095 2787 3604 2944 3538 789 1197 1373 3585 
3305 2754 4671 1431 1867 3779 846 4394 3554 2264 4955 889 1763 
2321 4952 679 2347 622 661 839 4282 111 829 4597 510 4813 
2320 4980 4488 3967 1832 1715 1759 1504 785 710 957 4456 1494 
385 410 4284 4221 3073 4765 1479 1856 4415 4927 4118 4546 3321 
854 4771 2235 4168 840 107 3481 4587 446 4991 356 3376 660 
